primary_label,file_path,offset_sec
1161364,../data/train_audio/1161364/iNat1216197.ogg,0
1161364,../data/train_audio/1161364/iNat1216197.ogg,5
1161364,../data/train_audio/1161364/iNat1216197.ogg,10
1161364,../data/train_audio/1161364/iNat1216197.ogg,15
1161364,../data/train_audio/1161364/iNat1114648.ogg,0
1161364,../data/train_audio/1161364/iNat1114648.ogg,5
1161364,../data/train_audio/1161364/iNat1114648.ogg,10
1161364,../data/train_audio/1161364/iNat1114648.ogg,15
1161364,../data/train_audio/1161364/iNat1114648.ogg,20
1161364,../data/train_audio/1161364/iNat1114648.ogg,25
1161364,../data/train_audio/1161364/iNat810195.ogg,0
1161364,../data/train_audio/1161364/iNat810195.ogg,5
1161364,../data/train_audio/1161364/iNat810195.ogg,10
1161364,../data/train_audio/1161364/iNat810195.ogg,15
1161364,../data/train_audio/1161364/iNat810195.ogg,20
1161364,../data/train_audio/1161364/iNat810195.ogg,25
1161364,../data/train_audio/1161364/iNat810195.ogg,30
1161364,../data/train_audio/1161364/iNat810195.ogg,35
1161364,../data/train_audio/1161364/iNat810195.ogg,40
1161364,../data/train_audio/1161364/iNat810195.ogg,45
1161364,../data/train_audio/1161364/iNat810195.ogg,50
1161364,../data/train_audio/1161364/iNat810195.ogg,55
1161364,../data/train_audio/1161364/iNat810195.ogg,60
1161364,../data/train_audio/1161364/iNat810195.ogg,65
1161364,../data/train_audio/1161364/iNat810195.ogg,70
1161364,../data/train_audio/1161364/iNat810195.ogg,75
1161364,../data/train_audio/1161364/iNat810195.ogg,80
1161364,../data/train_audio/1161364/iNat818781.ogg,0
1161364,../data/train_audio/1161364/iNat818781.ogg,5
1161364,../data/train_audio/1161364/iNat818781.ogg,10
1161364,../data/train_audio/1161364/iNat818781.ogg,15
1161364,../data/train_audio/1161364/iNat818781.ogg,20
1161364,../data/train_audio/1161364/iNat818781.ogg,25
1161364,../data/train_audio/1161364/iNat818781.ogg,30
1161364,../data/train_audio/1161364/iNat818781.ogg,35
1161364,../data/train_audio/1161364/iNat818781.ogg,40
1161364,../data/train_audio/1161364/iNat818781.ogg,45
1161364,../data/train_audio/1161364/iNat818781.ogg,50
1161364,../data/train_audio/1161364/iNat818781.ogg,55
1161364,../data/train_audio/1161364/iNat818781.ogg,60
1161364,../data/train_audio/1161364/iNat556514.ogg,0
1161364,../data/train_audio/1161364/iNat556514.ogg,5
1161364,../data/train_audio/1161364/iNat556514.ogg,10
1161364,../data/train_audio/1161364/iNat556514.ogg,15
1161364,../data/train_audio/1161364/iNat556514.ogg,20
1161364,../data/train_audio/1161364/iNat556514.ogg,25
1161364,../data/train_audio/1161364/iNat556514.ogg,30
1161364,../data/train_audio/1161364/iNat556514.ogg,35
1161364,../data/train_audio/1161364/iNat556514.ogg,40
1161364,../data/train_audio/1161364/iNat556514.ogg,45
1161364,../data/train_audio/1161364/iNat556514.ogg,50
1161364,../data/train_audio/1161364/iNat556514.ogg,55
1161364,../data/train_audio/1161364/iNat556514.ogg,60
1161364,../data/train_audio/1161364/iNat556514.ogg,65
1161364,../data/train_audio/1161364/iNat556514.ogg,70
1161364,../data/train_audio/1161364/iNat868369.ogg,0
1161364,../data/train_audio/1161364/iNat868369.ogg,5
1161364,../data/train_audio/1161364/iNat868369.ogg,10
1161364,../data/train_audio/1161364/iNat868369.ogg,15
1161364,../data/train_audio/1161364/iNat868369.ogg,20
1161364,../data/train_audio/1161364/iNat868369.ogg,25
1161364,../data/train_audio/1161364/iNat842139.ogg,0
1161364,../data/train_audio/1161364/iNat842139.ogg,5
1161364,../data/train_audio/1161364/iNat842139.ogg,10
1161364,../data/train_audio/1161364/iNat840159.ogg,0
1161364,../data/train_audio/1161364/iNat840159.ogg,5
1161364,../data/train_audio/1161364/iNat1264238.ogg,0
1161364,../data/train_audio/1161364/iNat869958.ogg,0
1161364,../data/train_audio/1161364/iNat869958.ogg,5
1161364,../data/train_audio/1161364/iNat547199.ogg,0
1161364,../data/train_audio/1161364/iNat547199.ogg,5
1161364,../data/train_audio/1161364/iNat547199.ogg,10
1161364,../data/train_audio/1161364/iNat547199.ogg,15
116570,../data/train_audio/116570/iNat1460166.ogg,0
116570,../data/train_audio/116570/iNat1460166.ogg,5
1176823,../data/train_audio/1176823/iNat936019.ogg,0
1176823,../data/train_audio/1176823/iNat936019.ogg,5
1176823,../data/train_audio/1176823/iNat936019.ogg,10
1176823,../data/train_audio/1176823/iNat1708543.ogg,0
1176823,../data/train_audio/1176823/iNat1708543.ogg,5
1176823,../data/train_audio/1176823/iNat1708543.ogg,10
1176823,../data/train_audio/1176823/iNat389418.ogg,0
1176823,../data/train_audio/1176823/iNat389418.ogg,5
1176823,../data/train_audio/1176823/iNat389418.ogg,10
1176823,../data/train_audio/1176823/iNat188986.ogg,0
1176823,../data/train_audio/1176823/iNat188986.ogg,5
1176823,../data/train_audio/1176823/iNat188986.ogg,10
1176823,../data/train_audio/1176823/iNat188986.ogg,15
1176823,../data/train_audio/1176823/iNat145706.ogg,0
1176823,../data/train_audio/1176823/iNat145706.ogg,5
1176823,../data/train_audio/1176823/iNat145706.ogg,10
1176823,../data/train_audio/1176823/iNat145706.ogg,15
1176823,../data/train_audio/1176823/iNat1641731.ogg,0
1176823,../data/train_audio/1176823/iNat1641731.ogg,5
1176823,../data/train_audio/1176823/iNat1641731.ogg,10
1176823,../data/train_audio/1176823/iNat1641731.ogg,15
1176823,../data/train_audio/1176823/iNat845830.ogg,0
1176823,../data/train_audio/1176823/iNat845830.ogg,5
1176823,../data/train_audio/1176823/iNat845830.ogg,10
1176823,../data/train_audio/1176823/iNat845830.ogg,15
1176823,../data/train_audio/1176823/iNat845830.ogg,20
1176823,../data/train_audio/1176823/iNat730318.ogg,0
1176823,../data/train_audio/1176823/iNat730318.ogg,5
1176823,../data/train_audio/1176823/iNat730318.ogg,10
1176823,../data/train_audio/1176823/iNat730318.ogg,15
1176823,../data/train_audio/1176823/iNat730318.ogg,20
1176823,../data/train_audio/1176823/iNat730319.ogg,0
1176823,../data/train_audio/1176823/iNat730319.ogg,5
1176823,../data/train_audio/1176823/iNat1269019.ogg,0
1176823,../data/train_audio/1176823/iNat1269019.ogg,5
1176823,../data/train_audio/1176823/iNat1269019.ogg,10
1176823,../data/train_audio/1176823/iNat1269019.ogg,15
1176823,../data/train_audio/1176823/iNat1269019.ogg,20
1176823,../data/train_audio/1176823/iNat1269019.ogg,25
1176823,../data/train_audio/1176823/iNat819936.ogg,0
1176823,../data/train_audio/1176823/iNat819936.ogg,5
1176823,../data/train_audio/1176823/iNat829107.ogg,0
1176823,../data/train_audio/1176823/iNat829107.ogg,5
1176823,../data/train_audio/1176823/iNat829107.ogg,10
1176823,../data/train_audio/1176823/iNat829107.ogg,15
1176823,../data/train_audio/1176823/iNat829107.ogg,20
1176823,../data/train_audio/1176823/iNat829107.ogg,25
1595929,../data/train_audio/1595929/iNat1308166.ogg,0
1595929,../data/train_audio/1595929/iNat1308166.ogg,5
1595929,../data/train_audio/1595929/iNat1308166.ogg,10
1595929,../data/train_audio/1595929/iNat1308166.ogg,15
1595929,../data/train_audio/1595929/iNat1308166.ogg,20
1595929,../data/train_audio/1595929/iNat1679888.ogg,0
1595929,../data/train_audio/1595929/iNat1679888.ogg,5
1595929,../data/train_audio/1595929/iNat1679888.ogg,10
1595929,../data/train_audio/1595929/iNat1679888.ogg,15
1595929,../data/train_audio/1595929/iNat1242532.ogg,0
1595929,../data/train_audio/1595929/iNat1242532.ogg,5
1595929,../data/train_audio/1595929/iNat1242532.ogg,10
1595929,../data/train_audio/1595929/iNat1242532.ogg,15
1595929,../data/train_audio/1595929/iNat1242532.ogg,20
1595929,../data/train_audio/1595929/iNat1242532.ogg,25
1595929,../data/train_audio/1595929/iNat1242532.ogg,30
1595929,../data/train_audio/1595929/iNat1242532.ogg,35
1595929,../data/train_audio/1595929/iNat1242529.ogg,0
1595929,../data/train_audio/1595929/iNat1242529.ogg,5
1595929,../data/train_audio/1595929/iNat1242529.ogg,10
1595929,../data/train_audio/1595929/iNat1242529.ogg,15
1595929,../data/train_audio/1595929/iNat1242529.ogg,20
1595929,../data/train_audio/1595929/iNat1242529.ogg,25
1595929,../data/train_audio/1595929/XC999239.ogg,0
1595929,../data/train_audio/1595929/XC999239.ogg,5
1595929,../data/train_audio/1595929/XC999239.ogg,10
1595929,../data/train_audio/1595929/XC999239.ogg,15
1595929,../data/train_audio/1595929/XC999239.ogg,20
1595929,../data/train_audio/1595929/XC999239.ogg,25
209233,../data/train_audio/209233/iNat1545859.ogg,0
209233,../data/train_audio/209233/iNat864998.ogg,0
209233,../data/train_audio/209233/iNat864998.ogg,5
209233,../data/train_audio/209233/iNat864998.ogg,10
209233,../data/train_audio/209233/iNat864998.ogg,15
22930,../data/train_audio/22930/iNat897105.ogg,0
22930,../data/train_audio/22930/iNat897105.ogg,5
22930,../data/train_audio/22930/iNat897105.ogg,10
22930,../data/train_audio/22930/iNat897105.ogg,15
22930,../data/train_audio/22930/iNat897105.ogg,20
22930,../data/train_audio/22930/iNat317238.ogg,0
22930,../data/train_audio/22930/iNat317238.ogg,5
22930,../data/train_audio/22930/iNat317238.ogg,10
22930,../data/train_audio/22930/iNat910967.ogg,0
22930,../data/train_audio/22930/iNat910967.ogg,5
22930,../data/train_audio/22930/iNat910967.ogg,10
22930,../data/train_audio/22930/iNat910967.ogg,15
22930,../data/train_audio/22930/iNat910967.ogg,20
22930,../data/train_audio/22930/iNat910967.ogg,25
22930,../data/train_audio/22930/iNat910967.ogg,30
22930,../data/train_audio/22930/iNat910967.ogg,35
22930,../data/train_audio/22930/iNat910967.ogg,40
22930,../data/train_audio/22930/iNat1248662.ogg,0
22930,../data/train_audio/22930/iNat1248662.ogg,5
22930,../data/train_audio/22930/iNat1248662.ogg,10
22930,../data/train_audio/22930/iNat1248662.ogg,15
22930,../data/train_audio/22930/iNat1248662.ogg,20
22930,../data/train_audio/22930/iNat1248662.ogg,25
22930,../data/train_audio/22930/iNat1248662.ogg,30
22930,../data/train_audio/22930/XC940773.ogg,0
22930,../data/train_audio/22930/XC940773.ogg,5
22930,../data/train_audio/22930/XC940773.ogg,10
22930,../data/train_audio/22930/XC940773.ogg,15
22930,../data/train_audio/22930/XC940773.ogg,20
22930,../data/train_audio/22930/XC940773.ogg,25
22930,../data/train_audio/22930/iNat330099.ogg,0
22930,../data/train_audio/22930/iNat330099.ogg,5
22930,../data/train_audio/22930/iNat330099.ogg,10
22930,../data/train_audio/22930/iNat330099.ogg,15
22930,../data/train_audio/22930/iNat330099.ogg,20
22930,../data/train_audio/22930/iNat330099.ogg,25
22956,../data/train_audio/22956/iNat1301818.ogg,0
22956,../data/train_audio/22956/iNat1301818.ogg,5
22956,../data/train_audio/22956/iNat1301818.ogg,10
22956,../data/train_audio/22956/iNat1284850.ogg,0
22956,../data/train_audio/22956/iNat1284850.ogg,5
22956,../data/train_audio/22956/iNat1284850.ogg,10
22956,../data/train_audio/22956/iNat1284850.ogg,15
22956,../data/train_audio/22956/iNat1284850.ogg,20
22956,../data/train_audio/22956/iNat1284850.ogg,25
22956,../data/train_audio/22956/iNat1693371.ogg,0
22956,../data/train_audio/22956/iNat1702693.ogg,0
22956,../data/train_audio/22956/iNat1702693.ogg,5
22956,../data/train_audio/22956/iNat1702693.ogg,10
22956,../data/train_audio/22956/iNat1702693.ogg,15
22956,../data/train_audio/22956/iNat1300149.ogg,0
22956,../data/train_audio/22956/iNat1300149.ogg,5
22956,../data/train_audio/22956/iNat1300149.ogg,10
22956,../data/train_audio/22956/iNat1300149.ogg,15
22956,../data/train_audio/22956/iNat1300149.ogg,20
22956,../data/train_audio/22956/iNat1300149.ogg,25
22956,../data/train_audio/22956/iNat1300149.ogg,30
22956,../data/train_audio/22956/iNat1300149.ogg,35
22956,../data/train_audio/22956/iNat1298529.ogg,0
22956,../data/train_audio/22956/iNat1298529.ogg,5
22956,../data/train_audio/22956/iNat1298529.ogg,10
22956,../data/train_audio/22956/iNat1298529.ogg,15
22956,../data/train_audio/22956/iNat1298529.ogg,20
22956,../data/train_audio/22956/iNat1298529.ogg,25
22956,../data/train_audio/22956/iNat1298529.ogg,30
22956,../data/train_audio/22956/iNat1298529.ogg,35
22956,../data/train_audio/22956/iNat1298529.ogg,40
22956,../data/train_audio/22956/iNat1298529.ogg,45
22956,../data/train_audio/22956/iNat1261831.ogg,0
22956,../data/train_audio/22956/iNat1261831.ogg,5
22956,../data/train_audio/22956/iNat1261831.ogg,10
22956,../data/train_audio/22956/iNat1693794.ogg,0
22956,../data/train_audio/22956/iNat1693794.ogg,5
22956,../data/train_audio/22956/iNat1693794.ogg,10
22956,../data/train_audio/22956/iNat1693794.ogg,15
22956,../data/train_audio/22956/iNat1693794.ogg,20
22956,../data/train_audio/22956/iNat1693794.ogg,25
22956,../data/train_audio/22956/iNat1693794.ogg,30
22956,../data/train_audio/22956/iNat1693794.ogg,35
22956,../data/train_audio/22956/iNat1693794.ogg,40
22956,../data/train_audio/22956/iNat1693794.ogg,45
22956,../data/train_audio/22956/iNat972765.ogg,0
22956,../data/train_audio/22956/iNat972765.ogg,5
22956,../data/train_audio/22956/iNat972765.ogg,10
22956,../data/train_audio/22956/iNat60929.ogg,0
22956,../data/train_audio/22956/iNat60929.ogg,5
22956,../data/train_audio/22956/iNat60929.ogg,10
22956,../data/train_audio/22956/iNat60929.ogg,15
22956,../data/train_audio/22956/iNat60929.ogg,20
22956,../data/train_audio/22956/iNat60929.ogg,25
22956,../data/train_audio/22956/iNat60929.ogg,30
22956,../data/train_audio/22956/iNat60929.ogg,35
22956,../data/train_audio/22956/iNat60929.ogg,40
22956,../data/train_audio/22956/iNat60929.ogg,45
22956,../data/train_audio/22956/iNat60929.ogg,50
22956,../data/train_audio/22956/iNat60929.ogg,55
22956,../data/train_audio/22956/iNat60929.ogg,60
22956,../data/train_audio/22956/iNat1701222.ogg,0
22956,../data/train_audio/22956/iNat1701222.ogg,5
22956,../data/train_audio/22956/iNat1701222.ogg,10
22956,../data/train_audio/22956/iNat1701222.ogg,15
22956,../data/train_audio/22956/iNat1711085.ogg,0
22956,../data/train_audio/22956/iNat1711085.ogg,5
22956,../data/train_audio/22956/iNat879304.ogg,0
22956,../data/train_audio/22956/iNat879304.ogg,5
22956,../data/train_audio/22956/iNat879304.ogg,10
22956,../data/train_audio/22956/iNat879304.ogg,15
22956,../data/train_audio/22956/iNat879304.ogg,20
22956,../data/train_audio/22956/iNat879304.ogg,25
22956,../data/train_audio/22956/iNat879304.ogg,30
22956,../data/train_audio/22956/iNat182971.ogg,0
22956,../data/train_audio/22956/iNat182971.ogg,5
22956,../data/train_audio/22956/iNat182971.ogg,10
22956,../data/train_audio/22956/XC900618.ogg,0
22956,../data/train_audio/22956/XC900618.ogg,5
22956,../data/train_audio/22956/iNat886570.ogg,0
22956,../data/train_audio/22956/iNat886570.ogg,5
22956,../data/train_audio/22956/iNat886570.ogg,10
22956,../data/train_audio/22956/iNat886570.ogg,15
22956,../data/train_audio/22956/iNat886570.ogg,20
22956,../data/train_audio/22956/iNat886570.ogg,25
22956,../data/train_audio/22956/iNat886570.ogg,30
22956,../data/train_audio/22956/iNat886570.ogg,35
22956,../data/train_audio/22956/iNat886570.ogg,40
22956,../data/train_audio/22956/iNat886570.ogg,45
22956,../data/train_audio/22956/iNat886570.ogg,50
22956,../data/train_audio/22956/iNat886570.ogg,55
22956,../data/train_audio/22956/iNat886570.ogg,60
22956,../data/train_audio/22956/iNat886570.ogg,65
22956,../data/train_audio/22956/iNat1257825.ogg,0
22956,../data/train_audio/22956/iNat1257825.ogg,5
22956,../data/train_audio/22956/iNat854298.ogg,0
22956,../data/train_audio/22956/iNat854298.ogg,5
22956,../data/train_audio/22956/iNat854298.ogg,10
22956,../data/train_audio/22956/iNat854298.ogg,15
22956,../data/train_audio/22956/iNat854298.ogg,20
22956,../data/train_audio/22956/iNat854298.ogg,25
22956,../data/train_audio/22956/iNat854298.ogg,30
22956,../data/train_audio/22956/iNat854298.ogg,35
22956,../data/train_audio/22956/iNat854298.ogg,40
22956,../data/train_audio/22956/iNat854298.ogg,45
22956,../data/train_audio/22956/iNat854298.ogg,50
22956,../data/train_audio/22956/iNat854298.ogg,55
22956,../data/train_audio/22956/iNat854298.ogg,60
22956,../data/train_audio/22956/iNat854298.ogg,65
22956,../data/train_audio/22956/iNat1705476.ogg,0
22956,../data/train_audio/22956/iNat1705476.ogg,5
22956,../data/train_audio/22956/iNat1705476.ogg,10
22956,../data/train_audio/22956/iNat1705476.ogg,15
22956,../data/train_audio/22956/iNat1705476.ogg,20
22956,../data/train_audio/22956/iNat1705476.ogg,25
22956,../data/train_audio/22956/iNat1705476.ogg,30
22956,../data/train_audio/22956/iNat1705476.ogg,35
22956,../data/train_audio/22956/iNat1705476.ogg,40
22956,../data/train_audio/22956/iNat1637913.ogg,0
22956,../data/train_audio/22956/iNat1637913.ogg,5
22956,../data/train_audio/22956/iNat1637913.ogg,10
22956,../data/train_audio/22956/iNat1637913.ogg,15
22956,../data/train_audio/22956/iNat1307619.ogg,0
22956,../data/train_audio/22956/iNat1307619.ogg,5
22956,../data/train_audio/22956/iNat1307619.ogg,10
22956,../data/train_audio/22956/iNat1723893.ogg,0
22956,../data/train_audio/22956/iNat1723893.ogg,5
22956,../data/train_audio/22956/iNat1723893.ogg,10
22956,../data/train_audio/22956/iNat1307645.ogg,0
22956,../data/train_audio/22956/iNat1307645.ogg,5
22956,../data/train_audio/22956/iNat1307645.ogg,10
22956,../data/train_audio/22956/iNat1307645.ogg,15
22956,../data/train_audio/22956/iNat1245289.ogg,0
22956,../data/train_audio/22956/iNat1245289.ogg,5
22956,../data/train_audio/22956/iNat1245289.ogg,10
22956,../data/train_audio/22956/iNat1245289.ogg,15
22956,../data/train_audio/22956/iNat1245289.ogg,20
22956,../data/train_audio/22956/iNat1282546.ogg,0
22956,../data/train_audio/22956/iNat1282546.ogg,5
22956,../data/train_audio/22956/iNat1282547.ogg,0
22956,../data/train_audio/22956/iNat1282547.ogg,5
22956,../data/train_audio/22956/iNat1282547.ogg,10
22956,../data/train_audio/22956/iNat1282547.ogg,15
22956,../data/train_audio/22956/iNat1282547.ogg,20
22956,../data/train_audio/22956/iNat859870.ogg,0
22956,../data/train_audio/22956/iNat859870.ogg,5
22956,../data/train_audio/22956/iNat859870.ogg,10
22956,../data/train_audio/22956/iNat859870.ogg,15
22956,../data/train_audio/22956/iNat859870.ogg,20
22956,../data/train_audio/22956/iNat859870.ogg,25
22956,../data/train_audio/22956/iNat859870.ogg,30
22956,../data/train_audio/22956/iNat859870.ogg,35
22956,../data/train_audio/22956/iNat859870.ogg,40
22956,../data/train_audio/22956/iNat859870.ogg,45
22956,../data/train_audio/22956/iNat859870.ogg,50
22956,../data/train_audio/22956/iNat859871.ogg,0
22956,../data/train_audio/22956/iNat859871.ogg,5
22956,../data/train_audio/22956/iNat859871.ogg,10
22956,../data/train_audio/22956/iNat859871.ogg,15
22956,../data/train_audio/22956/iNat859871.ogg,20
22956,../data/train_audio/22956/iNat859871.ogg,25
22956,../data/train_audio/22956/iNat859871.ogg,30
22956,../data/train_audio/22956/iNat859871.ogg,35
22956,../data/train_audio/22956/iNat859871.ogg,40
22956,../data/train_audio/22956/iNat859871.ogg,45
22956,../data/train_audio/22956/iNat859871.ogg,50
22956,../data/train_audio/22956/iNat327340.ogg,0
22956,../data/train_audio/22956/iNat327340.ogg,5
22956,../data/train_audio/22956/iNat327340.ogg,10
22956,../data/train_audio/22956/iNat327340.ogg,15
22956,../data/train_audio/22956/iNat327340.ogg,20
22956,../data/train_audio/22956/iNat327340.ogg,25
